epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,1113.05,0.52712,1.01209,0.84794,0.74376,0.83108,0.85978,0.72011,0.5473,1.10885,0.81615,0.000544354,0.000544354,0.000544354
74,1128.24,0.53975,0.97796,0.82849,0.79242,0.81014,0.86294,0.73381,0.52235,1.08892,0.81296,0.000541997,0.000541997,0.000541997
75,1143.39,0.48735,0.94367,0.83331,0.79899,0.85209,0.8659,0.74685,0.51604,1.00345,0.81224,0.000539641,0.000539641,0.000539641
76,1158.54,0.50726,0.93095,0.82498,0.7344,0.88778,0.86628,0.73654,0.52721,0.97811,0.81436,0.000537285,0.000537285,0.000537285
77,1173.7,0.49525,0.95499,0.82395,0.7344,0.88778,0.86628,0.73654,0.52721,0.97811,0.81436,0.000534929,0.000534929,0.000534929
78,1188.86,0.47671,0.90106,0.8142,0.70228,0.92052,0.87825,0.74091,0.53335,0.98729,0.81646,0.000532573,0.000532573,0.000532573
79,1204.3,0.50135,0.90536,0.81241,0.79974,0.8129,0.87583,0.74083,0.52492,0.98805,0.81687,0.000530216,0.000530216,0.000530216
80,1219.64,0.50136,0.88579,0.82508,0.78261,0.83986,0.88427,0.7394,0.5428,1.02361,0.81772,0.00052786,0.00052786,0.00052786
81,1235.02,0.54249,0.91331,0.82227,0.78261,0.83986,0.88427,0.7394,0.5428,1.02361,0.81772,0.000525504,0.000525504,0.000525504
82,1250.36,0.54119,0.94325,0.83266,0.71854,0.85237,0.88482,0.73479,0.56335,1.07478,0.8197,0.000523148,0.000523148,0.000523148
83,1265.7,0.57959,0.90613,0.8225,0.70525,0.88152,0.87399,0.73457,0.55502,1.0654,0.81749,0.000520792,0.000520792,0.000520792
84,1281.02,0.48283,0.84264,0.82136,0.74035,0.91844,0.88594,0.75444,0.5343,1.01408,0.81459,0.000518435,0.000518435,0.000518435
85,1296.36,0.51108,0.80937,0.83714,0.74035,0.91844,0.88594,0.75444,0.5343,1.01408,0.81459,0.000516079,0.000516079,0.000516079
86,1311.82,0.54974,0.84834,0.84038,0.8027,0.87238,0.91106,0.77432,0.51678,0.95346,0.81064,0.000513723,0.000513723,0.000513723
87,1326.97,0.54088,0.87057,0.82914,0.82472,0.87731,0.93774,0.79698,0.53412,0.94456,0.81365,0.000511367,0.000511367,0.000511367
88,1342.12,0.49195,0.78152,0.8246,0.83443,0.85185,0.93378,0.78677,0.56038,1.01667,0.81837,0.000509011,0.000509011,0.000509011
89,1357.19,0.56412,0.90434,0.83479,0.83443,0.85185,0.93378,0.78677,0.56038,1.01667,0.81837,0.000506654,0.000506654,0.000506654
90,1372.36,0.5225,0.81491,0.83148,0.80105,0.87391,0.9267,0.7896,0.55342,1.05235,0.81851,0.000504298,0.000504298,0.000504298
91,1387.44,0.52926,0.84806,0.83955,0.81985,0.90974,0.92494,0.79558,0.53065,0.92495,0.81688,0.000501942,0.000501942,0.000501942
92,1402.5,0.51143,0.78626,0.81966,0.82097,0.90676,0.92609,0.79308,0.51513,0.83131,0.81508,0.000499586,0.000499586,0.000499586
93,1417.61,0.52944,0.82536,0.82613,0.82097,0.90676,0.92609,0.79308,0.51513,0.83131,0.81508,0.00049723,0.00049723,0.00049723
94,1432.76,0.52046,0.81859,0.83164,0.81314,0.91564,0.93641,0.80319,0.5326,0.81332,0.81636,0.000494873,0.000494873,0.000494873
95,1447.86,0.51818,0.72446,0.82361,0.80289,0.87373,0.90965,0.77509,0.54341,0.83833,0.81707,0.000492517,0.000492517,0.000492517
96,1462.89,0.5439,0.81511,0.8205,0.77243,0.92724,0.89612,0.76833,0.51647,0.86471,0.81407,0.000490161,0.000490161,0.000490161
97,1477.94,0.52848,0.78007,0.83321,0.77243,0.92724,0.89612,0.76833,0.51647,0.86471,0.81407,0.000487805,0.000487805,0.000487805
98,1493.02,0.5096,0.77234,0.83322,0.7742,0.92983,0.89667,0.78509,0.49538,0.883,0.8118,0.000485449,0.000485449,0.000485449
99,1508.13,0.48747,0.78585,0.83325,0.79201,0.93991,0.92887,0.8121,0.48637,0.79609,0.80935,0.000483092,0.000483092,0.000483092
100,1523.31,0.50478,0.72276,0.83667,0.88298,0.90555,0.95379,0.83173,0.48145,0.71912,0.80809,0.000480736,0.000480736,0.000480736
101,1538.4,0.50541,0.71164,0.81709,0.88298,0.90555,0.95379,0.83173,0.48145,0.71912,0.80809,0.00047838,0.00047838,0.00047838
102,1553.67,0.49542,0.71938,0.82265,0.93482,0.91442,0.96464,0.83157,0.49513,0.68057,0.80967,0.000476024,0.000476024,0.000476024
103,1568.76,0.51539,0.73354,0.83197,0.91065,0.94419,0.9691,0.82497,0.50607,0.66922,0.8125,0.000473668,0.000473668,0.000473668
104,1583.87,0.52798,0.69979,0.84845,0.89922,0.94641,0.96398,0.82363,0.51989,0.70657,0.81508,0.000471311,0.000471311,0.000471311
105,1598.94,0.51493,0.72574,0.81474,0.89922,0.94641,0.96398,0.82363,0.51989,0.70657,0.81508,0.000468955,0.000468955,0.000468955
106,1614.07,0.49513,0.73136,0.81547,0.90177,0.95088,0.96544,0.82598,0.51539,0.71539,0.81554,0.000466599,0.000466599,0.000466599
107,1629.17,0.48549,0.67029,0.82535,0.91611,0.94337,0.96805,0.82726,0.4941,0.69795,0.81319,0.000464243,0.000464243,0.000464243
108,1644.29,0.46382,0.67241,0.82556,0.90902,0.93479,0.97086,0.83599,0.49876,0.67648,0.81336,0.000461887,0.000461887,0.000461887
109,1659.39,0.53692,0.67286,0.81916,0.90902,0.93479,0.97086,0.83599,0.49876,0.67648,0.81336,0.00045953,0.00045953,0.00045953
110,1674.56,0.50314,0.67727,0.83323,0.92583,0.91201,0.96775,0.83103,0.4968,0.67867,0.8126,0.000457174,0.000457174,0.000457174
111,1689.72,0.51681,0.69829,0.82422,0.93647,0.9242,0.97018,0.83401,0.4862,0.66634,0.81292,0.000454818,0.000454818,0.000454818
112,1704.88,0.46686,0.63751,0.81782,0.93096,0.91637,0.96195,0.83683,0.47614,0.68602,0.81386,0.000452462,0.000452462,0.000452462
113,1719.94,0.46743,0.64823,0.82297,0.93096,0.91637,0.96195,0.83683,0.47614,0.68602,0.81386,0.000450106,0.000450106,0.000450106
114,1735.11,0.47877,0.68372,0.8277,0.92279,0.91405,0.95628,0.82475,0.48786,0.71411,0.81523,0.000447749,0.000447749,0.000447749
115,1750.22,0.47123,0.69365,0.83181,0.9308,0.92177,0.95754,0.81586,0.5022,0.72407,0.81488,0.000445393,0.000445393,0.000445393
116,1765.35,0.45502,0.62756,0.82621,0.87403,0.94818,0.95573,0.82242,0.49757,0.76461,0.8138,0.000443037,0.000443037,0.000443037
117,1780.48,0.45528,0.66895,0.82095,0.87403,0.94818,0.95573,0.82242,0.49757,0.76461,0.8138,0.000440681,0.000440681,0.000440681
118,1795.62,0.49227,0.63825,0.82813,0.86533,0.96143,0.95162,0.8188,0.49541,0.7225,0.81137,0.000438325,0.000438325,0.000438325
119,1810.74,0.46855,0.6809,0.82866,0.87834,0.96475,0.9604,0.83104,0.48958,0.66642,0.80947,0.000435968,0.000435968,0.000435968
120,1825.88,0.46558,0.65988,0.8181,0.93025,0.90806,0.97053,0.83915,0.47972,0.65408,0.8085,0.000433612,0.000433612,0.000433612
121,1841.02,0.5175,0.67203,0.82698,0.93025,0.90806,0.97053,0.83915,0.47972,0.65408,0.8085,0.000431256,0.000431256,0.000431256
122,1856.19,0.47323,0.62011,0.8239,0.87512,0.92563,0.97368,0.84584,0.47897,0.67046,0.80797,0.0004289,0.0004289,0.0004289
123,1871.3,0.47498,0.64955,0.83062,0.87922,0.94975,0.97617,0.84025,0.48227,0.65937,0.80708,0.000426544,0.000426544,0.000426544
124,1886.43,0.50479,0.65463,0.8349,0.92351,0.92765,0.96364,0.8282,0.48501,0.67622,0.80633,0.000424187,0.000424187,0.000424187
125,1901.55,0.46677,0.61656,0.81473,0.92351,0.92765,0.96364,0.8282,0.48501,0.67622,0.80633,0.000421831,0.000421831,0.000421831
126,1916.68,0.46827,0.63697,0.81766,0.93432,0.92613,0.95379,0.82478,0.46992,0.70271,0.80753,0.000419475,0.000419475,0.000419475
127,1931.68,0.50753,0.6583,0.84357,0.92937,0.914,0.94981,0.8177,0.47637,0.72277,0.81042,0.000417119,0.000417119,0.000417119
128,1946.83,0.48953,0.6434,0.81112,0.93574,0.91149,0.95445,0.8313,0.48294,0.68293,0.81156,0.000414763,0.000414763,0.000414763
129,1961.9,0.47523,0.59791,0.8319,0.93574,0.91149,0.95445,0.8313,0.48294,0.68293,0.81156,0.000412406,0.000412406,0.000412406
130,1977.08,0.49255,0.65165,0.82475,0.9396,0.93194,0.96773,0.83592,0.48367,0.64389,0.81197,0.00041005,0.00041005,0.00041005
131,1992.16,0.4673,0.62608,0.82612,0.93183,0.94883,0.98416,0.84953,0.48321,0.60397,0.8105,0.000407694,0.000407694,0.000407694
132,2007.25,0.48696,0.57683,0.83054,0.946,0.94655,0.98689,0.8632,0.46502,0.584,0.80873,0.000405338,0.000405338,0.000405338
133,2022.43,0.46186,0.5528,0.8122,0.946,0.94655,0.98689,0.8632,0.46502,0.584,0.80873,0.000402982,0.000402982,0.000402982
134,2037.6,0.48509,0.60919,0.82886,0.95646,0.95939,0.98428,0.85728,0.46305,0.58497,0.8076,0.000400625,0.000400625,0.000400625
135,2052.74,0.4451,0.55211,0.81263,0.96597,0.94779,0.97985,0.85684,0.4615,0.59356,0.80717,0.000398269,0.000398269,0.000398269
136,2067.87,0.46085,0.64611,0.81719,0.94909,0.92923,0.96781,0.84104,0.46498,0.60689,0.80773,0.000395913,0.000395913,0.000395913
137,2082.96,0.4688,0.61898,0.83378,0.94909,0.92923,0.96781,0.84104,0.46498,0.60689,0.80773,0.000393557,0.000393557,0.000393557
138,2098.07,0.43576,0.57632,0.8067,0.9459,0.94906,0.97557,0.84264,0.48259,0.60107,0.80935,0.000391201,0.000391201,0.000391201
139,2113.17,0.49126,0.5975,0.82132,0.94356,0.95337,0.98292,0.84238,0.49128,0.59769,0.8122,0.000388844,0.000388844,0.000388844
140,2128.25,0.48404,0.5812,0.81134,0.94778,0.94822,0.98427,0.84789,0.47539,0.58629,0.81186,0.000386488,0.000386488,0.000386488
141,2143.37,0.48809,0.57531,0.81995,0.94778,0.94822,0.98427,0.84789,0.47539,0.58629,0.81186,0.000384132,0.000384132,0.000384132
142,2158.47,0.44505,0.56053,0.8229,0.96456,0.94469,0.98764,0.86093,0.45981,0.56685,0.80964,0.000381776,0.000381776,0.000381776
143,2173.55,0.47545,0.55805,0.83967,0.9486,0.96923,0.98858,0.85945,0.45854,0.56025,0.80948,0.00037942,0.00037942,0.00037942
144,2188.55,0.43774,0.54206,0.81595,0.94965,0.98987,0.99125,0.86033,0.47254,0.55137,0.80891,0.000377063,0.000377063,0.000377063
145,2203.67,0.44302,0.53856,0.811,0.94965,0.98987,0.99125,0.86033,0.47254,0.55137,0.80891,0.000374707,0.000374707,0.000374707
146,2218.73,0.5154,0.60184,0.83251,0.95237,0.98613,0.99125,0.85496,0.47317,0.55568,0.80872,0.000372351,0.000372351,0.000372351
147,2233.85,0.45328,0.5491,0.82005,0.96106,0.97482,0.99313,0.86316,0.47179,0.54399,0.80792,0.000369995,0.000369995,0.000369995
148,2248.95,0.49553,0.56601,0.81323,0.98836,0.96666,0.99406,0.86659,0.46302,0.5458,0.80563,0.000367639,0.000367639,0.000367639
